,Reviews,Rating
15134,Pleasant Nice Italian restaurant near Deutsche Oper,1
15135,Highly recommended Nice dinner,1
15136,Very friendly very affordable Great food friendly owner,1
15137,3 Subway Trains But Worth It Good food cosy vibe,1
15138,Great find One of the best in Berlin,1
15139,we love this place Great,1
15141,Cheap decent food An excellent Italian restaurant for a budg,1
15142,Very nice spot Authentic old Berlin restaurant,1
15143,Cosy with nice atmosphere Nice Irish bar in residential area,1
15144,Tasty Very nice,1
15145,Relaxed and delicious We just stopped for a drink,1
15146,All you can eat hotpot Nice Chinese Food,1
15147,Great gem in Berlin Don´t miss the Weimenü,1
15148,Great wine Excelent food wonderful dessets excelent,1
15150,Better than expected Nice place for breakfast,1
15151,Nice grub Very tasty turkish food,1
15152,Lovely food Great food and value,1
15153,Found this wonderful restaurant Super tasty and many vegan options,1
15154,Fantastic atmosphere pleasant easy going Nice local neighborhood restaurant with gr,1
15155,OK food but    Worth the effort,1
15156,Excellent place to eat drink and watch the Great for good brekkie,1
15157,Fine Fast and Friendly  Good service not the best sushi,1
15158,Delicious Fresh Friendly Quick and Simp Perfect,1
15159,Great food generous helpings Warm tasty clean - very good,1
15160,Vegan lunch Wonderful relaxing cafe,1
15161,The BEST TAIWANESE FOOD in Berlin Amazing,1
15162,Cozy restaurant in real Italian style Warm welcoming place delicious food,1
15163,Zen out of Zen Outstanding,1
15165,Great Wiener Schnitzel and nice ambience Great favours and very good - not a huge,1
15166,Tasty Great coffee and cake,1
15167,Nice Good food,1
15168,,1
15169,Cheap delicious and kind service SOOOOO Good,1
15170,Nice place Authentic Greek in Wedding,1
15172,Delight to eat The ONLY Köfte in Berlin,1
15173,Home made food Cozy restaurant great food good price,1
15174,Off the Grid Royal Garden Its ok,1
15175,Very good honest asian food A must go in A Good Choice,1
15176,Fantastic falafel and platter Amazing,1
15177,The best juice and smoothie bar in Berlin Lovely,1
15178,Cafe Berlin - Mitte Not just cofee,1
15179,Pity had been a lot better Good Value,1
15180,Old tram station Absolutely fantastic food and five star se,1
15182,Best Rump steak Ive ever had Hidden Gem,1
15183,Great breakfast Great filling breakfast,1
15184,Long-saturday evening Great place great food,1
15185,Outstanding Super good,1
15186,Top notch Sooo good,1
15187,Great place in Neukölln for Sushi Delicious Thai-Sushi Bistro,1
15188,Good but no credit cards Very good food and service,1
15190,A bit expensive for the quality Pleasant but not extraordinary,1
15191,Fun Place Great ambience and good cocktails,1
15192,Great Nice enough,1
15193,Oustanding food friendly server and grea Very friendly very good,1
15194,Fantastic drinks Good experience,1
15195,Delicious Doro Wot SOOO NICE,1
15196,Great food helpful staff Great food and attentive service,1
15197,Yummy lunch Great Breakfast,1
15198,Like burgers should be Cosy vegan place,1
15199,straightforward no-frills and family fri Tremendous local and authentic Italian,1
15201,Good pasta ok pizza Best Italian Food,1
15202,Very enjoyable regional food Wholesome hearty German food,1
15203,More than just  Absolutely amazing service,1
15204,Top notch dumplings Dans the man with a plan,1
15205,Awesome lunch box Fabulous,1
15206,Great German food Authentic German fare,1
15207,Simple but very nice Unbeatable pizza for the price,1
15208,Good value and decent Magical tastes and service,1
15210,Extremely good food and excellent service Simply a blast  A simple but highly delic,1
15211,Nice pizza in a flying visit Afternoon Pizza,1
15212,Nice place for breakfast/brunch Sunday Brunch,1
15213,love it Delicious night treat,1
15214,,1
15215,Amazing Late lunch,1
15216,A bit greasy but still still very good tasty fresh friendly,1
15217,Delicious and authentic Very polite staff delicious food,1
15218,Excellent Value Good quick and cheap,1
15219,First time in the restaurant - you have to Tasty food,1
15220,Tasty and fresh food Amazing restaurant and service,1
15222,Great authentic food and friendly service Great Food,1
15223,Quality instead of quantity Tasty and filling,1
15224,Tasty Cheap Turkish Fare Okay kebab,1
15225,Great views and Food Nice view great food,1
15226,Amazing Very nice,1
15227,Trini pleasures in Berlin Amazing,1
15228,Very cute place Amazing food,1
15229,Real Italian restaurant Excellent,1
15230,Spacious friendly and good food Great food and chilled ambience,1
15232,Great little spot Nice find for German food near Gendarmenpl,1
15233,Best schnitzel ever Schnitzel in paradise,1
15234,King of falafels Recomendation baharat falafel,1
15235,Excellence in disguise Ordinary at best,1
15236,Tasted well A good experience,1
15237,My favourite Chinese restaurant in Berlin So so,1
15238,Small cosy italian place Had dinner there on 3 consecutive nights,1
15239,Absolutely tasty with a lot of chic Pho,1
15240,Super tasty burgers Coffee and scones,1
15241,Very delicious The Sichuan Food Here Is Very Good,1
15242,Good value Excellent food at reasonable prices,1
15243,Amazing Asian food Great Vietnamese food,1
15244,Truly Turkish breakfast  Best place to get hangover breakfast,1
15245,Hip store but small Nice place for breakfast or lunch,1
15246,Wonderful place for breakfast and coffee Delicious food relaxed atmosphere,1
15247,Nice Italian restaurant Private exclusive and delicious,1
15249,not a restaurant this is a bar: Welcome t Nice Cocktails,1
15250,Pretty Good  Great,1
15251,,1
15252,Great variety of beer Cool bar perfect beers,1
15253,Berlins sunniest food and cocktail hideou Super cute place,1
15254,,1
15255,Excellent Kyoto cuisine is here or even b,1
15256,Amazing sausages and fries in Berlin Mitte Quick bite,1
15257,Great local bar/restaurant What a great place to eat drink and relax,1
15258,A trully good Italian Restaurant Tasty fish menus and wonderful service,1
15259,They know Italian wines An incredible cosy italian bar in the midd,1
15260,Thousands chocolates but huge qeue Very interesting for chocolate lovers,1
15261,small great restaurant Authentic food & Italian charm,1
15262,Low light cosy great empanadas Lovely place with really good food,1
15263,Terrific find German food in a quiet neighborhood - reas,1
15264,Solid food Berliners service at its worst Amazing,1
15265,A little taste of Japanese cuisine one of my favourites places to feel like e,1
15266,Down to earth cafe Nice place with delicious food,1
15267,Leckeres Brunch Perfect Breakfast,1
15268,,1
15269,great breakfast Good breakfast,1
15270,On of the best memorable place In the average,1
15271,Great idea good food nice wine Excellent Find During Berlin Weekend,1
15272,My son just loved it A slice of Italy in Berlin,1
15273,Delicious juicy brisket Bit on the expen Good Choice,1
15274,wonderful experience Fantastic homely and affordable meal,1
15277,How proper burgers should be Great burgers,1
15278,Adorable  Sugar high,1
15279,Why not? quick service good food,1
15280,Cosy breakfast outside on a lovely street Lovely relaxed place,1
15281,Great little place Great meal,1
15282,seems really cool on a picture but beware Freshest Seafood Ive had in Berlin,1
15283,Very nice traditional Tiroler restaurant Best meal of our trip to Berlin,1
15284,Here we are,1
15285,Central hotel in AlexanderplazVery centra Bed and Breakfast,1
15286,Near Charlottenberg Palace There is not one single dish on the menu t,1
15287,Amazing value - great food lovely atmosph,1
15288,Absolutely top kebab Why did I wait so long?,1
15289,A glorious summer lunch Nice retreat in beautiful old park,1
15290,Folsom 2017 Great bar,1
15291,Lush Vegan Lunch Strange service excellent food,1
15292,Good beer but loved the Flammkuchen Id like to try the food and beer shame,1
15293,Fantastic German food What a place 😳,1
15294,great selection of literary books in Engli Uncommon collection of books,1
15295,Service and Food Amazing Friendly service & great food,1
15296,,1
15298,Good Indian food Mostly delicious,1
15299,Always amazing Best indian I have ever had,1
15300,Reliable Good food not very friendly service,1
15301,Good Food Huge Portions and Great Staff Very good,1
15302,good food but please invest in service Authentic German Food,1
15303,Great location and healthy menu Special place in special setting with Pin,1
15304,Nice place with good food and friendly ser Authentic Italian Cooking comes at a price,1
15305,SO GOOD Real Italian at last,1
15306,Definately worth paying a visit Typical German fare in a local pub feel,1
15307,Excellent restaurant Nice Location,1
15308,Lovely Austrian dishes Great Breakfast in Schlachtensee,1
15309,This Cafe was a Special Find Hausgemacht und easygoing,1
15310,In field of historic and contemporary ener Wonderfull experience,1
15311,Excellent food service atmosphere Fantastic,1
15312,All the restaurants are good Deliciously good food and service,1
15313,Real Japanese sushi Awesome quality  Nice restaurant,1
15314,Good sushi 🍣 Average service Favorite sushi place in Berlin,1
15315,Excellent italian food and wine Great Italian Food & Cordially Service,1
15316,Nice place Great value …if you like a wine,1
15317,Amzing cosy truly Italian bar Very nice,1
15318,Great food heaven on a plate,1
15319,A great Biergarten,1
15320,Excellent breakfast Breakfast with nutella,1
15321,Tastes to Remember Simple but good,1
15322,Nice cozy place,1
15323,Nice experience Nice thai food,1
15324,Great lunch Their in-house burger is very tasty plus b,1
15325,,1
15326,Brilliant food and atmosphere A truly unique dining experience,1
15327,Friendly excellent food really great val,1
15328,The real deal Come here if you are cravin Good selection of burgers,1
15329,Excellent home made style food Experiance Greece in Berlin,1
15330,The food was okay A gem of Spandau Old Town,1
15331,Nice Thali menu Great Indian food,1
15332,Intimate dining experience Favorite bar in Berlin,1
15333,Restaurant café and bookshop Great burgers with and even without meat,1
15334,Great lunch Forgot about the service?,1
15335,Great fondue excellent service Absolutely amazing,1
15336,German-Italian Fusion Over rated,1
15337,,1
15338,Excellent dinner Amazing sushi,1
15340,Service and food were excellent excellent well prepared food and good se,1
15341,Great food friendly staff Excellent,1
15342,delicious cakes,1
15343,A true Italian spirit in the rural area of,1
15344,Brilliant Just what we were looking for Friendly warm very Armenian ambience,1
15345,Sensational Fantastic price/performance,1
15346,very traditional Bavarian food great foo Great place,1
15347,Good food and great service,1
15348,Top Italian place Dinner,1
15349,PiZza Great Pizza,1
15350,Awesome Food and Very Friendly Must visit place,1
15352,Excellent value Amazing restaurant,1
15353,An amazing discovery Great Cant wait to go again,1
15354,Fantastic food great service Great food at great prices in Berlin,1
15355,One of the greatest Gemüsekebap in Berlin,1
15356,Authentic Korean cuisine but not so charm A local jewel,1
15357,Still a must everytime I go to Berlin Super,1
15358,Enjoyable evening Very nice,1
15359,Good original food The best Galao in town,1
15360,Nice place Very good schnitzel,1
15361,Very pleasant restaurant with very good fo Bright Italian Restaurant,1
15362,Authentic and cozy Absolutely fantastic,1
15363,Stylish restaurant without stylish prices Nice food so-so atmosphere,1
15364,Excellent pizza Delicious simple cuisine,1
15365,Cute & friendly,1
15366,A very good Italian resturanr Good as always,1
15367,Very quaint setting,1
15368,Reward for an afternoon shopping Delicious food and nice service,1
15369,very good sushis Tasty and cheap,1
15370,It is worthy the journey If youre around its a worthy place to vi,1
15371,Good latte & cappucino fantastic bagels Delicious bagels great ambiente,1
15372,Genuine Italian ristorante Very busy,1
15373,Not sure what to think Great food very affordable friendly serv,1
15374,Lovely food great for a late night biteor anytime I a,1
15375,Where are you eating tonight ??? Excellent food,1
15376,Outstanding Authentic Italian in Zehlendor What a culinary find,1
15377,Food with great flavor from a multi-talent Jimbo,1
15378,Incredible food Good food quality good coffee,1
15379,Feels like home Total surprise,1
15380,Nice surprise,1
15381,Good pizza friendly stuff Authentic italian pizzas,1
15382,Great French Resturant Délicate french cuisine,1
15383,Good honest food Great place,1
15384,Great value lovely food & friendly staff Very nice dinner,1
15385,Delicious friendly hang out like a local,1
15386,Dinner Quick and good meal,1
15387,Awesome service We Love It,1
15388,Good authentic food Great value Excellent choice,1
15389,Worth visiting twice Urban and friendly,1
15390,Like if I was back in Thailand spend a little eat a lot,1
15392,Quaint good food Love this place – indoor and outdoor,1
15393,Great pasta Great find,1
15395,If you like Greek food you will love this Great lunch,1
15397,Good and cheap Satisfies that US Style Mexican Craving,1
15398,Very good indeed Good,1
15399,short menue honest cooking of locally s Nice atmosphere and good food,1
15400,Vey much polite staff and affordable place Hungry late at night for quiet Grünau,1
15401,The food ws great Nice Breakfast,1
15402,Great breakfast Excellent Lasagna,1
15403,better than expected Little Italy,1
15404,Very good döner Great Döner sehr lecker,1
15405,Very nice place very good pizza So worth the wait - DELICIOUS pizza,1
15406,The cevice is excellent  Fun and vibrant,1
15407,A lot of choice Berlin 2017,1
15409,Best place our group ate during five night Amazing food,1
15410,Excellent food amazing service Authentic Italian,1
15411,Hi quality cuisine Wow,1
15412,Super Quaint stylish atmosphere Lovely food P,1
15413,Pleasant surprise Great tasty Turkish food - prices for drin,1
15414,Lovely Indian food Tasty Indian food great location,1
15415,Good food fairly priced Hidden Treasure,1
15416,I can come regular here Filling meal,1
15417,Italian home from home Outstanding Italian in Berlin,1
15418,,1
15419,Hidden fem For all burger-lovers,1
15420,Fabulous Evening with compassionate Hosts AMAZING DINNER,1
15421,,1
15422,Fantastic find Extremely tasty,1
15423,Italian Gem in Neukölln Like Being In Italy,1
15424,Simply delicious,1
15425,A last minute evening with friend in Brico Highly recommended,1
15426,It a not like Contadino but almost Good lunch,1
15427,Homemade Brazilian food  🇧🇷 A Samba of Flavour served in a great loca,1
15428,Nice experience Delicious,1
15429,Loved it: fantastic food laid back great Was there for a dinner with colleagues,1
15431,Great food Highly recommended Amongst the best Thai,1
15432,Nice Indian restaurant Fresh Bengali dishes,1
15433,Pleasant Place to Eat Italian meal of very good value,1
15434,Good Worth a try,1
15435,Best Vietnamese food in a low fi neighborh Cheap hidden gem in Neukolln,1
15436,Nice cafe Very nice breakfast,1
15437,Great service Great food Great ambience,1
15438,Wandering in the area we spotted the outdo Excellent lunch at the friendly Wallflowe,1
15439,Great outdoor lunch on a sunny september-d Very Good,1
15440,Good place for Champagne and oysters Seafood,1
15441,best bibimbap in berlin Dont miss the kimchi,1
15442,Nice cosy place that we found near our Hot Good and Cheap ,1
15443,Warm and welcoming place Perfect family restaurant,1
15444,Quite a surprise Amazing sizzling king prawns,1
15445,The perfect pick me up Absolutely perfect,1
15446,Very good kebab Very good kebab,1
15447,Nice food nice service nice atmosphere Bedeutungslos,1
15448,If you want fish Fish simple as that,1
15449,Beautiful Delish breakky sandwiches,1
15451,Very Good Lunchtime Food Good fast food reasonable price,1
15452,Delicious - worth a visit Massive,1
15453,Wonderful Food for Baldrick?,1
15454,unexpected visit Saturday afternoon,1
15455,Nice pieace of cake Style over substance,1
15456,100% worth to go,1
15457,Delicious original french cuisine,1
15458,super cozy small Korean Restaurant Cozy place with great food,1
15459,Super Delicious food,1
15460,Great burgers Good for a lunch or dinner if you staying,1
15462,Sweet Great coffee,1
15463,Walk back in time Classic German Cuisine,1
15464,Nice atmosphere A small place with great food and warm atm,1
15465,Friendly and well priced pizza Good Pizza & Paulaner,1
15466,Good spicy food Paradise for capsaicin freaks,1
15468,Very pleasant Good food and nice environment,1
15469,The best kind of burgers Good Quality Burger,1
15470,cosy place and delicious food Best couscous ever,1
15471,Good affordable and efficient A lovely Asian restaurant in the heart of,1
15472,Great coffee and cocktails laid back atmo Go to place,1
15473,Good Peruvian food Rica comida con musica en vivo,1
15474,,1
15475,Fresh well cooked food quiet atmosphere Low hygiene standards,1
15476,Nice lunch Without exception they serve the most mout,1
15477,Great food but a lot Worst experience in Berlin,1
15478,Great food friedly service Delicious food attentive and friendly ser,1
15479,Disappointed Frustrated Fabulous food location & service,1
15480,Short Anniversary Break Wilsons last stand,1
15481,Brunch that requires hours to munch Great brinch,1
15483,Culinary delight at its best  Too good to miss,1
15484,Typical german food New look,1
15485,The best Thai food Ive tried in Berlin Personal service with a Thai smile and a h,1
15486,NY Style Sandwiches - I like 👍🏽 Mr,1
15487,Best sushi and the nicest people good japanese food,1
15488,first class food in a very nice surroundin Casual German Country Dining,1
15489,A Great Evening Amazing food and friendly service at Preus,1
15490,All good Going down fast,1
15491,Great food I really enjoyed the sushi burger,1
15492,Really really good Greek food Reasonable,1
15493,Ramen is good A bit cramped Mediocre Ramen,1
15494,one of the nicest gay bar il Berlin Nice ambience,1
15495,Not Indian flavors Average Food Watch out what the staff try,1
15496,Best casual dining Simple very good quality price,1
15498,,1
15499,Very good and cheap All so fresh,1
15500,Really good food and services,1
15501,Excellent Great value for money,1
15502,Could get fat here Tasty pizza cola and a Berliner donut a m,1
15503,Great food for the price Excellent food moderately priced,1
15504,Great find A hidden perl outside Berlin city center,1
15505,Great reasonably-priced food Best spring rolls,1
15506,A little bit of Italy away from Italy A lovely memory of Berlin,1
15507,Good food quick service An enjoyable lunch at Japanese grill and s,1
15508,FAR TOO NOISY FOR COMFORT Excellent food and service,1
15509,Great Italian meal Great for lunch and dinner - cosy place,1
15510,Class Lakeside Cafeteria Nice place,1
15511,Real authentic east German cusine Very nice local German restaurant,1
15515,Good service and tasty dim sum Concept DimSum + Drinks Brilliant,1
15516,Great festival celebrating a very German C Cosy friendly great food,1
15517,Excellent Asian food great value What a find,1
15518,Good for lunch Lovely place,1
15519,Dinner in Berlin Day 1 Good Meal,1
15520,Good food and lovely cake Perfect coffee,1
15521,Highly recommended Best madras Ive had in Berlin,1
15522,Superbly tasty Vietnamese food Delicious Vietnamese food with so many veg,1
15524,Hearty fare Over charged,1
15525,Cereal-iously good Killer cereal,1
15526,Business lunch offer Pretentious and expensive,1
15527,Great drinks and service Busy and Very Smoky,1
15529,Quick huge and tasty Quality Fast Food,1
15530,Nice place for drinks Awful service,1
15531,Best Italian Cuisine in all Berlin Tutto fantastico,1
15532,Best Döner in Berlin Best döner in the world,1
15533,Cute place for breakfast or lunch in Nicho Breakfasts & Sweet Treats,1
15534,Perfect breakfast Great for breakfast lunch or anytime in t,1
15535,No surprise that the Buddha looks so happy,1
15536,Only serious food lovers should go here China feeling,1
15537,Great food A great Sunday night at Nikolassee,1
15538,vinho verde fake Fantastic,1
15539,Great Ice cream,1
15540,Good food well served Good Chinese meals,1
15541,Very good bar/beer garden with decent food Great queer hangout and tasty eats,1
15543,Great authentic coffee with a great owner Hidden gem under a railway,1
15544,Small Turkish place at Hackescher Markt Very very good discover,1
15546,Very healthy made from scratch salad Great experience,1
15547,Brilliant little cafe One of the best breakfasts I have had ever,1
15548,Original small excellent Italian Authentic and professional italian trattor,1
15549,Cheap but good food Yuck,1
15550,Great food but mind the bathroom Felt like being back in holidays,1
15551,Lovely deli in Friedenau Lovely homemade food and drinks,1
15552,The best Biergarten  Great vibe inside of a city park,1
15553,Best Sushi in Berlin for a fair price Excellent sushi at a very low price,1
15554,Tasty food  good price Best Currywurst in Berlin,1
15555,Great find  Very nice place ,1
15556,Worth a visit vegan or not So good you wouldn’t know it was dairy-fre,1
15557,OK Best American Brunch in Berlin,1
15558,Awesome currywurst Delicious currywurst ,1
15559,Super pizza Fantastic food at very reasonable cost,1
15560,Neighborhood gem Fantastic food nice atmosphere,1
15561,Good for breakfast Breakfast,1
15562,excellent food and very moderate prices Superb Food,1
15563,Wonderful Restaurant great gluten-free op delicious,1
15564,Friendly neighbourhood restaurant One really really big surprise,1
15565,Sooo looong No excuses :( A hidden gem,1
15566,Friendly real italian at a great price Dont think about it,1
15567,Very good food and clean restaurant Excel Hanoi Vietnam restaurant Berlin Kurfursten,1
15568,Nice tapas Tapas and salad,1
15569,Evening Nice location for a dinner in Alt-Köpenick,1
15570,Oysters Oysters and Oysters and nothing e Stunning,1
15571,Lovely organic breakfast bowls Excellent in every way,1
15572,Excellent food great place Not Indian,1
15573,Great wine nice atmosphere Perfect night,1
15574,:) Dinner,1
15575,Very good food Cozy nice neighborhood restaurant with GR,1
15576,One of the best Close to our hotel,1
15577,Nice place with some room for improvement nice kitchen in the woods,1
15578,Jamon y vino Excellent Tapas,1
15579,Superb Tasty but inconsistent,1
15580,Top feed Excellent service and delicious food,1
15581,Small but perfectly formed sushi restuaran Lovely sushi,1
15582,A great place for a nice soup for lunch in tasty+cheap,1
15583,Excellent restaurant for a quick lunch or Amazing cous cous,1
15584,Super falafel type of food Local small business,1
15585,Charming location and a wonderful dinner Best dinner we had anywhere in Berlin duri,1
15586,Always a pleasure Really cosy and amazing food ,1
15587,LebensArt: Savoir vivre,1
15588,,1
15589,Luxembourg at its best Food 5 + service 2 = 35,1
15590,a great location good food pricey yes Electrifying Atmosphere,1
15591,Vietnamese food for all palates Friendly service very fresh food,1
15592,traditional italian eating in Berlin Typical good neighborhood restaurant,1
15593,Comfy place for a beer Just a great bar,1
15594,Favorite Spot Great at every hour of the day,1
15595,Correct steak house good value Great atmosphere,1
15596,Superb Intimate Charme,1
15597,When is the food ready? Old world surroundings - New world food,1
15599,Tasty and cheap - what a treat Cheap and Tasty Local Pizza Place,1
15600,Super yummy and cheap thai food Great Thai food,1
15601,Tasty and inexpensive Decent sushi but not a nice looking resta,1
15603,A very nice surprise Great place to eat,1
15604,slow not Lebanese and expensive Average food slow service,1
15605,,1
15607,Service veeeeeery slooooow Not recommende Vegan deliciousness,1
15608,Very good Great value kebab,1
15609,Always a pleasant surprise Great Food for a good price,1
15610,Good German food at a decent price Great pub food,1
15611,Perfect for Meat dishes - Modern Interior Nice interior poor service and poor food,1
15613,Tasty Thai cuisine Good thai restaurant,1
15614,Perfect Pizza Real Italian pizza,1
15615,Best public transport in Europe Amazing public transport,1
15616,Very good simple food simple authentic  cosy and tasty,1
15617,A beautiful place to have a meal in Lovely place for coffee and cake,1
15619,Awesome food Excellent food and very good value,1
15621,Great healthy food and very friendly servi Not tasty - Inadequate,1
15622,Wonderful Cheese Fondue Mr,1
15623,Good mexican food Standard,1
15624,Very posh Great place with amazing food,1
15625,Warm and Cosy Coffee Shop,1
15626,,1
15627,Cool speakeasy Definitely an experience,1
15628,genuine chinise restaurant Solid choice on Friedrichstrasse - we keep,1
15629,Well prepared food at an extremely busy re Fantastic Indian,1
15630,Little German Gem So far best,1
15631,Italian atmosphere in northern Berlin,1
15632,Best Thai-Restaurant in the North of Berli Perfect green curry,1
15633,,1
15634,Great food bad service needs a renovatio Typical simple but great,1
15635,Local food Good food and service,1
15636,Friendly and nice atmosphere Very good,1
15638,Great food Very friendly staff,1
15639,,1
15640,,1
15641,Good food Closes before the closing time,1
15642,Mittagsmenu Philippinisches Restaurant in Berlin,1
15643,For Lunchprice okay Standard Indian food in a pleasant atmosph,1
15644,Small piece of Jamaica in Berlin Great culinary escape to the Caribbeans,1
15645,Best Burgers in Berlin Damn tasty burgers,1
15646,Simply delicious take out breakfast Good coffee and limited menu quirky place,1
15647,Excellent Food Great Decor Friendly Peop An Indian treat,1
15648,SUPER LECKERES ESSEN,1
15649,,1
15650,Modern delicious Peruvian food Just like in Peru,1
15651,Best kombucha in Berlin Largest selection of kombucha in Berlin,1
15652,Amazing fresh lunch simple and delicious vietnamese restaurant,1
15653,Pleasant restaurant with very yummy food Best mexican food ever Wow-Margarita P,1
15654,Excellent Small Bistro in the heart of Ber Delightful and refreshing,1
15655,Nice place and perfect food Best Cafe in Wühlschstrasse,1
15656,Little cute vegetarian and vegan café del Great vegetarian/vegan breakfast,1
15657,Great place to relax Lovely place for a relaxed breakfast or co,1
15658,Great pit stop on a sunny day Most flavourful fun & scrumptious Eis in,1
15659,Calm and nice place,1
15660,Amazing Vietnam in Berlin,1
15661,Impressive tuma be ❤❤❤ Great coffee and delicious cakes,1
15662,Just great Innovative food friendly service cool pl,1
15663,Really Good Bar in Berlin Chilled out bar,1
15664,Authentic We had to go back,1
15665,Good food but expensive Simply delicious very friendly,1
15666,Delicious and cheap Good pizza,1
15667,A very chic mix of food and music Nice gem,1
15668,Nice food pleasant service good price Friendly good value bar restaurant with n,1
15669,Good pizza made by Romans in a friendly ne Friendly staff average pizza (for my ta,1
15671,delicious cheese cake Excellent cheesecake unfriendly waiter,1
15672,Good food and nice atmosphere Friendly and stylish art deco bistro,1
15673,Good bar attached to our hotel Great staff and a good bar all round,1
15674,Great place to hang out Music is in the air,1
15675,Great kebab Tasty doner,1
15676,Best local italian Sicily in the old West of Berlin,1
15677,Great food and Service Great Food and Atmosphere,1
15678,Good service and decent Indian food Bland,1
15679,Berlin Break,1
15680,Good decent food Tasty pan-Asian,1
15681,Memorable dining experience Great Food,1
15682,Lovely food and wine El Tinto is the must-go-to location for gr,1
15683,Quick and easy self-service self service nice place,1
15684,Family owned restaurant with excellent foo Not so bad,1
15685,Sunny happy and tasty place in Prenzlauer Good food in characteristic place,1
15686,Super and Interesting,1
15687,Amazing fresh Italian Black surprise,1
15688,Okay but nothing special just okay food,1
15689,Great place Good way to start the day,1
15690,Great value and fresh food Great curry and mango sauces,1
15691,Sunday morning breakfast under the trees Family celebration place,1
15692,Good Authentic Italian Food Best Pizza in Berlin,1
15693,Good sushi Great selection of sushis etc,1
15694,Jazz Cafe Nice location good food friendly staff,1
15695,Berliner Fayre and Fair Lager Fantastic location,1
15696,Dinner at the Pizza Factory Nice and cozy atmosphere,1
15697,Very kind people in a quiet place Great German breakfasts and fantastic valu,1
15698,Very tasty & Great vlaue Funny guys very good kebap,1
15699,leckere stuck pizza Cheap late night option,1
15701,Awesome Dinner for 4,1
15702,Excellent brunch and cakes Meilleure soupe que jai jamais mangé ,1
15703,Very basic food Ta Panta Ri,1
15704,Great food and nice location one of the best restaurants in Berlin,1
15705,Food tastes amazing - definitely give it a Nice Korean Food,1
15706,Good turkish tender lamb a bit pricey Great,1
15707,Fine service A warm welcome on a cold night,1
15708,Try the Rösti Nice Food & Atmosphere,1
15709,Marvelous food experience Good food,1
15710,Looking for authentic Excellent German food,1
15711,Comfort Food Authentic Cantonese food without the sm,1
15712,Highly recommended Nice Price nice hotdogs (vegan),1
15713,Great Greek food Very good food,1
15715,Really good price-quality ratio Lovely Thai food,1
15716,Last night in Berlin Itll say closed but that means its open,1
15717,Solid Hotel with nice beer garden at river Simple but good,1
15718,Dîner very good Bring your appetite and try the degustatio,1
15719,Greate noodels nice staff Tasty,1
15720,excellent Greek restaurant Greek dinner in Berlin/Germany,1
15721,Excellent Restaurant Good value for money restaurant,1
15722,Great little pizza place Great pizza,1
15723,Lovely place delicious and cheap food Good traditional german,1
15724,Sitting in the garden - paradise Traditional kitchen in a cosy athmosphare,1
15725,Great food & ambience Freindly and cool,1
15726,This part of towns best Always a good place to stay,1
15727,Very nice business evening meal Good steaks awful wine,1
15728,Fine falafel My perfect lunch falafel,1
15729,Nice place Nice brunch,1
15730,Good food good price Pulled pork,1
15731,Excellent menu good service Trying to build innovation on a solidly Ge,1
15732,Miam miam Good value for good food,1
15733,Mloco Really good little place,1
15734,Best meal we had in Berlin Medium quality cocktails,1
15735,Best burgers in Berlin I would eat their burgers and chips everyd,1
15736,Great place for drinks Cool,1
15737,Beautiful Italian Cafe in Kreuzberg Am I in Italy?,1
15738,Delicious food in an Oriental setting Important Business Club,1
15739,Great crepes and hot wine Must see chocolates and delicious crepes,1
15740,Delicious Delicious Vegan Food,1
15741,had a great time Good Asian food,1
15742,Amazing doner baklava and sweet tea Not delicious not clean,1
15745,Good value Indian food Small but great food,1
15746,Excellent for all Best pizza best staff,1
15747,Most enjoyable ad hoc visit nice restaurant nice food,1
15748,Sensational Great family spot,1
15749,What a great kitchen  Great break in Wedding,1
15750,Great food Nice place for a beer with friends,1
15752,Best currywurst in Berlin Delicious sausages,1
15753,Delicious and authentic food Nice indian in Berlin,1
15754,Eat as much as you like A good drink and a cheap eat,1
15755,An expensive mix of German and Italian cui Italian - typical and very good food,1
15756,Jesus Cheap and cheerful,1
15757,A real gem Oriental,1
15758,Good Overall Expensive and over cooked,1
15759,Second trip to Berlin Second Trip to Kind Decent German food at fair prices,1
15760,Delicious coffee array of sweet delicacie Delicious,1
15761,Lovely friendly neighbourhood restaurant Food was lovely,1
15762,Nice place to eat Good lunch place,1
15763,,1
15764,Nightout Stumbled upon this gem,1
15765,Never disappointing Fresh sushi and good price,1
15766,Fabulous pizza  Friendly service and good food,1
15767,Good food A bistro obviously struggling with all the,1
15768,,1
15769,Fab Good Bar on Maassenstrasse,1
15770,Tasting good wines in a convivial environ Amazing host,1
15771,Great steaks Nice place to eat,1
15772,Nice and fresh Good Vietnamese place,1
15773,Lovely place Unexpectedly Awesome,1
15774,Ok food slow service Lovely food,1
15775, BEST ISKENDER KEBAB IN BERLIN ,1
15776,Lively and Delicious Absolutely fine,1
15777,Hard to find Great steaks and surprise proposal,1
15778,Stop for a cold one and a dumplingstree Excellent food,1
15779,Deli serving home style German food Is there such thing as a perfect restauran,1
15780,Great food boyfriend in sweats Nothing hip just great dining,1
15781,Great bar with attitude Home away from home,1
15782,Nice location on side street  Utter delight,1
15783,Worth a second visittoday Tasty & welcoming,1
15784,Tasty Asian tapas Berlins first Isakaya,1
15785,Wonderful neighbourhood place I met friends for dinner,1
