,reviews.text,sentiment
2281,Great Deal,positive
25300,I can lock the screen so he can't mess anything up while I'm playing him an educational video plus built in case to handle and accidents this tab is golden,positive
3852,Worth it,positive
11985,"I'm really happy with these, they really surprised me. They're head to head with top brands eg. Energizer, Duralast, Raovac. I'm definitely going to buy my batteries from here now, they're such a good deal for such great performing batteries :)",positive
11928,We've bought these a few times. We run through batteries like crazy...and these are the very best for the very least. Highly recommend!!,positive
4472,"Good quality, seem to last a good long time. Would compare to Energizer or Duracell.",positive
21006,Bought this to use on my travels. comes in handy surfing the web.,positive
10920,great value and last a long time,positive
9100,excellent!,positive
4966,batteries do well in most of the electronics we own. There is not a noticeable difference between name brands and these.,positive
10443,"Good cheap batteries. I mean they're better than those awful ones you can get at the 99c only store, and still cheaper than target's energizer batteries.",positive
12020,Lasts as long as the name brands for a fraction of the cost. I also like the minimal packaging that is also easy to open.,positive
2600,Great quality batteries. Highly recommended and will continue to buy. Really good price too!,positive
7542,I've never actually paid attention to how long batteries last in anything. Still don't. These are working though!,positive
2590,Great Products!,positive
24755,"Got this for my grand niece, she loves it. Can't beat it for the price.",positive
19788,using for games and reading outside of the home. works good.,positive
20435,"I got this so I could watch Game of Thrones in bed. Does everything I want it to. Speaker is great, clarity and sound perfect. Takes great pictures. Plus, I can play any of my favorite books. Very happy with my purchase",positive
16921,Have been using this for a while and never believe it would be so handy and helpful. Product features are good and is quite handy to carry anywhere.,positive
23264,My 5 year old loves it! She can order books and look at all her favorite shows,positive
1856,Good deal,positive
4160,pretty good batteries ---------would recommend energizer or duracell morethese batteries wear out quicker than others I've noticed,positive
27570,"I love my Kindle. I won't be without one. I've even bought an extra one, just in case. I believe it's the best tablet on the market.",positive
3497,They work. They last!,positive
16740,Just picked up from BB a couple of hours ago. Screen in good and tablet seems faster than previous model possibly due to more memory. Battery so far seems very good.,positive
5574,Great buy!!!,positive
10214,good value and packaged well. No issues with these batteries.,positive
20044,"My grandson loves the Fire 8 Kids. It is durable, and doesn’t mind being dropped by little hands. His mind stays engaged and car rides are pleasurable once again!",positive
23118,I definitely recommend this tablet is so perfect for children.,positive
25030,Absolutely love Kindle Kids Edition. Easy to use. Great apps and love it comes with 2 year warranty. Must have for my 2 kids.,positive
20345,"My granddaughter was thrilled to see her new tablet on the day of her birthday. The color and size was perfect for her little hands. She could not wait for the tablet to charge. She kept asking if the tablet was ready to turn on. When the tablet finally charged, she could not put it down. She went from room to room showing her brothers what she could do with her tablet. Everybody wanted to do something with her tablet. As a parent, I just love the rubber bumper. The rubber bumper around the tablet is an excellent bonus to the tablet. It helps protect the tablet if it drops or falls accidentally. We all know how little hands sometimes drops things more than once. I only wish we could have bought this tablet much sooner. Being a first grader this year, my granddaughter can really benefit while using this tablet. Also, there are many educational opportunities for young children to engage themselves in instead of being glued to the television on a daily basis. This tablet is more child-centered and parental controlled.",positive
4586,Such an amazing deal for the price. Shipping was fast. I went with these batteries because the price for the amount of batteries you get is just superb.,positive
21886,I love the functionality of this Amazon Tablet. Bought one for me and one for the hubby! Daughter is the next one to get one!,positive
8352,"Pros: Works good like Alexia Cons: setting it up is a , HASLE had to call verizon three times Other Thoughts: I WOULD RECOMMEND IT",positive
19501,I love my Fire. Lightweight and very easy to use!!,positive
24160,Glad that I get to control the time spent on which sure site and apps.,positive
28278,got this for wife for christmas she loves thing she can read her kindle book and surf the web like a regular tablet,positive
2490,Great price! Seems to work perfectly...and c'mon 48 for under 14...can't beat that with a stick!,positive
2506,Great price. Great packaging and working like premium batteries.,positive
16188,Works great and has an excellent screen size. You cannot go wrong for the price unless you need to install google apps. Amazon blocks them although I have heard there are work arounds.,positive
8914,Amazon basics are pretty good.,positive
3064,ok,positive
25501,My granddaughter loves this tablet. Perfect for a 5 year old,positive
10872,Great product at very reasonable price!,positive
2211,Great batteries! Just as good as any other name brand battery as far as I've noticed so far.,positive
22358,light and compact and a little slow with the apps and images,positive
16865,"I haven't had my Fire long enough to have explored all it has to offer. I've downloaded a couple of audio books that sound great and are easy to install and play. Not my way to watch movies or TV but the screen is nice. Very clear and sharp. Audio is just OK from the speakers, you'll want some nice head phones or buds for music or movies. I really like the Fire 8, it seems like a lot of gadget for the money.",positive
4630,Ought these because of the price and quantity. So far we haven't had any duds and they are working great! None have corrosion either. We are storing them in the laundry room to ensure temperature control and so far feel that the quality is comparable to name brands.,positive
18428,"Tablet is great for kids and adult use. I purchased the tablet to use at school with students with disabilities. The tablet holds up well holds a charge throughout the week. The tablet offers games that do not require Wi-Fi or data. If you have a prime membership there are a lot of benefits when using the fire, for example free apps, free streaming movies & music, etc.",positive
22116,I purchased this tablet for my grandmother to use. She loves it. It is easy to navigate for her. The only thing that annoys her is when the apps need to be updated. She does not have internet at home so she has to wait to update her apps when she visits family (who has internet service).,positive
25670,The protective rubber guard works so well. Easy parental controls,positive
3019,Nice quality and friendly packaging... besides a great price :),positive
9217,Good price,positive
25914,"I purchased two of these for my kids, ages 12 and 10. Forget the IPod touch. For the price, this tablet can't be beat! They can download games, books and movies for free all included with my Amazon Prime membership. Awesome!!",positive
16822,This was a BIRTHDAY GIFT for my LITTLE one and she LOVED it!,positive
24314,Thanks. We really like this tablet . It's easy to use,positive
23676,This is a great tablet for kids. Its got great parental controls and its easy for the kids to use. I even enjoy playing angry birds on it,positive
2866,just what I needed,positive
26392,Purchased as a gift for my nephew He's was very happy with this item no complaints,positive
5517,I am trying them out. Great price. I have been using them for about 4 days. I am hoping for great results.,positive
10077,Work great! Nice price.,positive
15179,Best deal I have seen online. I checked Amazon and they were not as good.,positive
1672,Exelent,positive
21281,Would have gotten 5 stars but the screen is to light when put on dark screen for reading. All the adds make it feel cluttered but that might just be me. Over all for price it is a nice ereader.,positive
2265,Great buy.,positive
9989,They're batteries and they work.,positive
13020,This is my favorite kindle so far. The size is perfect and the weight is minimal. I love the fact it is back lit and I don't need a book light.,positive
22168,"We bought this for our daughter, she plays with it a lot and really loves it.",positive
7476,They provide me with electricity. Let there be light. Seem to be lasting too so I have that going for me.,positive
11320,"Usually I buy bricks of batteries from Fry's Electronics, but I had an Amazon gift card, so I figured I would give them a shot and they make my devices work!",positive
4538,Use I all my cameras at deer plots and feeders.,positive
5423,My roommates stole them all and never complained! great price and long lasting,positive
18488,Great sharp pictures and easy navigation. Enjoy the different background option for my books.,positive
24533,"Very easy to use for our seven year old. Will probably upgrade in a year to something with more capabilities and more memory. She had an iPad (lost it) and misses that, but this is the compromise until we see more responsibility in how it's treated. Seems durable thus far.",positive
1666,excellent!,positive
25466,My 2 yr old loves his tablet. Best purchase ever. It has great educational videos and is easy for him to work on his kids profile. Amazon got it right!,positive
9054,does what they are supposed to do.,positive
9346,"Great batteries, unbeatable price.",positive
635,"Best battery deal out there, And they work just as good as the name brands like Duracell.",positive
4440,Batteries were cheap and work just as good as other name brands. I will only buy these from now on for most of my electronics.,positive
25052,I really liked the idea of this tablet being affordable for my niece and having a protective case was a plus. But after setting this up and giving it to her it works like a dream. Great way to give a kid something both fun and educational.,positive
13034,Was a gift. The receiver really enjoys it and was an upgrade from her previous kindle,positive
12304,"Same features as Echo now, but easier to move around the house as needed w/you.",positive
12246,Love the sound that comes out and Alexa is very informative!,positive
5467,Product works as advertised. Great price with fast delivery.,positive
20972,"This is the second Amazon Fire 7 tablet I have purchased, this time in a color other than black. This, like the first, has met all my expectations.",positive
10498,Work well enough in the small gadgets like remotes and LED flashlights.,positive
20530,"Very comfortable and easy to use. Has plenty of storage for my usage. I mainly use it for books, internet and old school games( solitair, sodium and crossword puzzles.",positive
15542,Easy to use. Perfect for using for my clinicals in nursing school,positive
27939,Much better screen resolution than my 7 inch fire.,positive
10659,"Anyone with little ones knows that you chew through an incredible amount of batteries in toys, remote controls, stuffed animals with built-in lights, etc, etc....We've had such excellent luck with other AmazonBasics products (paper shredder, office chair, HDMI cables..to name a few) that we decided to give the batteries a shot and they do not disappoint. Packaging is very simple to get open, and since ordering the first pack, I've yet to replace a single one. I'd wager they will last just as along as name-brand ones we'd been purchasing for years. Will update my review if anything changes.In short, the high praise + reviews for these batteries are the real deal. Will certainly be back for more when our stock runs low....",positive
27286,This product is easy to use. Screen size is great. Would recommend to anyone.,positive
18140,"I would like to say that it's a great tablet, just too small(will buy bigger one next time!!)",positive
19247,"I bought this for a family member because they had the smaller 7"" Amazon Fire. The 10"" version can be held easier in my opinion",positive
2704,Great value.,positive
17167,I bought two kindles one for my daughter and one for my god daughter and I love it. I can let them use it and they can download whatever they want for free such as books and kid friendly games. I don't have to worry. It can also be used like a normal tablet.,positive
3057,Now I'm all charged up. :-),positive
596,great buy,positive
3258,So simple and easy. Batteries come in a cardboard box that you use for storage.,positive
9975,They work and a good price,positive
25198,My granddaughter loves this tablet. Best tablet for the money.,positive
9124,GOOD,positive
12198,Exactly what I needed. Didn't want to settle for a generic off brand charger. Thanks to Best Buy I didn't have to.,positive
1474,Bought this for my childs toy and what a great price!,positive
10385,These work just as well as the well known brands. I am glad Amazon offers a economical alternative.,positive
22206,Gave this product to my nephews and they love it. Easy to carry and easy to use.,positive
10370,Batteries seem fine on arrival and after installing in lanterns. No issues so far.,positive
11295,"Great battery, great price. NOT frustration-free though. Each row of 4 batteries was wrapped up so you had to open 12 packs individually.",positive
21882,Bought the Amazon Fire tablet and love it. Beyond my expectations. Great value for the money. So happy I made the purchase.,positive
20272,"Very easy to use, great way to help all your books in one spot on the go.",positive
24028,I bought this for my toddler and its perfect. He is rough with it and it still works. I wanted something that I use to teach him the basics of using a tablet and this worked great. It comes with a 2 yrs warranty.,positive
1910,Good price,positive
149,"These batteries are exactly what I was looking for. I was looking for affordable AA batteries with a long shelf life that I could keep around for an emergency or extended power outage. These Amazon alkaline batteries are advertised as having 10 years shelf life, and after receiving them I confirmed that on each battery is printed the expiration year 2025, which is what I expected having bought them in 2015.Now I won't have to by ordinary batteries that end up discharging internally in just a few years. The environment and my pocket are grateful. Thanks Amazon!",positive
22232,"I'm was so pleased with this tablet, I bought a second one for my father. We both love it.",positive
8104,"Got these for a great deal, and they last just as long as the name brand!",positive
24712,"working good, use it everyday, the battary is good also.",positive
340,Amazon Basics comes through with yet another superb value. These work every bit as well as their Energizer and Duracell equivalents at a fraction of the price. It comes in a nice carton that is perfect for storage and can be recycled when the batteries are gone. Highly recommended!,positive
17136,I like the covered protection it has and also it comes with 2 years replacement so no need to worry. It has fire os so apps won't be much but there are enough apps for kids .,positive
25241,"I purchased two of these tablets, one for my niece, one for my nephew, as they are often fighting over the tablet. It is a great platform, with awesome apps, and comes equipped with a very sturdy and rugged case. Five stars. Worth every penny.",positive
1964,Good produc Great Price,positive
8401,"Worked exactly as they are supposed to, good price, good quality. lasting a nice long time, A good buy.",positive
23761,Great product!! My daughter loves it!!! She is two years old!!! Kids mode is the best.,positive
13212,"The new design is lighter, has a longer battery life and the page displays are crisp and clear. The light adapts to the environment you are reading in to keep the image consistent. The new Kindle Voyage is amazing!",positive
16598,"I purchased one for myself, then went back bought one for my niece. Then thought how much I love the ease and function of the Kindle got my sister one. I can't say how much I use my Kindle my niece and sister agree best gift I every gave them.",positive
19994,"Easy to use. Easy to read. The SILK browser a little slow. Adequate for regular apps.Honestly, I have not maximized its potential.",positive
23868,"I bought 3 for my three granddaughters for Christmas. They love it. I love it too, free games, books, movies",positive
6362,"So far so good, will keep buying Amazon Basics batteries.",positive
7028,"A gift, she is very happy with them!!",positive
12881,"I have the second generation Kindle Paperwhite and the new Voyage is far superior to it. The resolution is much sharper, the back light is much brighter and the power button location is much more convenient. I highly recommend it.",positive
1139,Tested and performed as good or better than the leading brands. I have many Amazon Basic products from micro USB chargers to HDMI cables and all are excellent quality. You would be crazy not to buy these. Amazon for President,positive
18358,I like the ease of use and good support from Amazon. A reasonable price for a versatile tablet.,positive
17177,"Christmas gift for my 4yr old grandson, he loves it. Easy for him to play by himself",positive
11867,My Son Goes Through Double A Batterie and WHEN I Seen This Good Deal i Jumped ON it Theses ARE Great Batteries and WELL Worth it,positive
12302,Works really well with echo and is really neat and fun,positive
1953,Good price.,positive
19469,"Bought for my 5year old daughter and it is perfect. You can set two profiles one as parent when has control over what apps can be made on your child's, also many free books instant download that is great for learning to read and even chapter books.",positive
11092,Inexpensive and they work perfectly.,positive
16788,This is her second Kindle product. she loves the new colors and bigger screen.,positive
22192,Was not hard to set up and love the quality. Good screen size and clarity.,positive
19054,Very sleek design and very easy to use - nice graphics!!!,positive
12352,"I was an early adoptor of the Amazon Echo, when I heard they were releasing a mobile version I wanted it. It wasn't until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was, just set it up to your phones wifi hotspot and you have a fully function Echo. I would buy this again if I didn't already have one.",positive
21098,Bought the Amazon Fire tablet and love it. Beyond my expectations. Great value for the money. So happy I made the purchase.,positive
16205,Bought this for a work fundraiser and the recipient enjoyed it,positive
22043,It was all that my grandson wanted and didn't have to search everywhere to find it.,positive
689,I usually only buy Duracell batteries that I purchase on sale through Groupon. I received a bad batch and it always takes so long to get them that I decided to give the Amazon batteries a try. I'll never buy another battery anywhere else. Thank you Amazon for providing another quality product that worked as well as the most expensive brands out there at a reduced price. Shipping was prompt and on time.,positive
22231,I would highly recommend this kindle. It is user friendly and not to big. But large enough to see easily,positive
11999,They work!,positive
6802,Who doesn't need a pack of batteries Economical and last a long time. I keep mine in the freezer and have never had a problem with them not being fully charged.,positive
22835,This camera is a great addition to my home I really like it,positive
18385,"I bought the fire because I had heard it was a good tablet. So when I bought it, I was wondering if it lived up to the hype. It does. Its fast and easy to use. I put Netflix on it and watch series I missed. Only downside is that I had to register for a trial of prime.",positive
1783,Good batteries for a good price.,positive
28019,Nice size. Good processor speed. Not happy that I cannot gety Google music.,positive
9301,Great,positive
24793,"I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",positive
15691,I am very satisfied with this product. It performs extremely well in all areas of its operation.,positive
12250,We really enjoy our Alexa. I always have it for music. Lately we been movie times. The kids like to ask it silly questions and they can't get enough of it,positive
14671,My daughters love it it is probably one of the best tablets ive ever bought,positive
15357,"The best kindle fire ever, love how quickly the apps run, being able to watch movies, listen to music, etc. on it",positive
26684,Definitely worth the investment...I may get a couple of more!,positive
6539,not bad,positive
19382,Worked well as expected. I would recommend this product.,positive
2343,great for the price!,positive
167,great batteries,positive
20,This my second order and they seem to work as good as name brand and ship to my door.,positive
21864,I would recommend this excellent Amazon - Fire 7 Tablet product,positive
28233,I bought the Fire HD 8 & CaseI use it mostly for class..works very good..would be better if it had BlueTooth.,positive
16423,I pulled the trigger on the fire tablet knowing the I would have to install the google play store separately. with some work this could be the most bang for your buck for an android tablet.,positive
5738,"Great Batteries! I've used them for several different things, and they perform well. I am very happy with the purchase.",positive
20304,Runs smoothly and it's entertaining. Perfect size!,positive
2137,Great and convenient way to buy batteries. Great price and will no longer get at the grocery store.,positive
23621,This amazon tablet is perfect for first time users. Easy to operate even for a 3 year old.,positive
14662,I so happy I can recommend this good thanks Best Buy is the number one,positive
2291,GREAT DEAL !!!!!!!!,positive
26220,"I have an older Kindle and enjoyed it very much. However, there is so much more improvement in this tablet with faster processing speed, upgradable storage and longer battery life. I'm really happy!",positive
25240,Easy to maneuver. And great case for protection. The battery does not keep a charge long but I'm used to the iPad.,positive
2994,nice,positive
3481,"They work just fine. No complaints, go batteries!",positive
1552,Decent life for the price!,positive
26540,Good tablet for the money. A good add on if you have Amazon prime,positive
8393,I love amazons batteries. Always there to save the day. I use subscribe and save to make sure my kids are never without batteries. It helps so much.,positive
1818,good batteriess,positive
12591,"I got it on a pretty good sale... so I feel it was worth it. The sound is good, I like that it's portable and rechargeable. I think it is best if you have a prime account so you have access to the prime music.",positive
24579,Awesome tablet with access to lots of apps. Great games and learning tools!,positive
12814,"Bought the Echo Tap, Echo Dot, Phillips Hue Starter Kit and a Honeywell Thermostat for my wife for her birthday.She loves it and so do I!Cant wait to add more automated products to it. No need to have my phone out fumbling through multiple apps to change lighting and temperature, check weather, play music, etc., I just ask Alexa to do it while I continue at what I'm doing.Also, when the Dot and Tap are in the same room, the one that is closest to you typically answers your requests. Nice device that will only improve with time.",positive
21298,"Product was a Christmas gift, to replace and older Kindle Fire",positive
430,Great batteries for a great price. They last just as long as the name brand batteries do.,positive
25192,"I got this tablet to replace my sons old one, I love the adult/child profile and the ability to have the 2 year replacement warranty. The case has also came in handy many times.",positive
11465,Great deal for our office's most popular battery.,positive
27772,My husband and I have totally enjoyed owning these Amazon Fire tablets. They are so much easier on the eyes than our iphones!,positive
4940,Have 2 girls and many other little ones to buy presents for this xmas and needed lots of batteries. These work well and are a decent price.,positive
21124,I has another and work real good it is not a expensive tablet,positive
400,"Great deal, packaging and shipped in a timely manner.",positive
4084,hey there batteries,positive
27666,I have a kindle and wanted more options. I love the bigger screen. I find it easy to read. It can have some reflection under lights but not much.,positive
18536,"This tablet is excellent! I'm able to download books, watch hulu and Netflix, as well as play games. Overall a wonderful product!",positive
14963,"Excellent for kids! Tons of fun apps, videos and books. Love that it comes with a year of Free Time.",positive
13314,"The automatic light adjustment is pretty cool, but I find myself accidentally covering the sensor which really throws it off.I like being able to press the buttons on either side instead of touching the screen. I also appreciate the flat surface, it doesn't seem to attract as much dust in the corners like my other kindles.",positive
3211,seem to work well,positive
5589,"Great quality, it takes very longer until the battery drain itself. I highly reccomend this amazon basic battery. And i love to get and buy more.",positive
9830,quality product and quick delivery,positive
4374,"I received what was advertise, which is pretty good.",positive
3207,Seem to work just as good as the Energizer batteries we normally use. Will definitely be ordering more.,positive
21325,I bought this for my daughter who uses it in her AP classes...easier to use a bigger screen than her phone screen in class. She loves it!Price was great!,positive
16296,"I love the internet, tweeting and facebook. No computers can complete me!! My kindle takes care of all my needs ;) !!!Juju",positive
4307,great value..,positive
11978,Work as well as the name brands and alot in price.,positive
27665,"I love it a lot and use it daily, bought books....",positive
13985,Does everything we wanted. Great value for the price.,positive
21137,"I would like to say that it's a great tablet, just too small(will buy bigger one next time!!)",positive
22572,"I got this for my mother as a gift. She absolutely loves it. She was wanting a small, cheap tablet and this fit her needs.",positive
15620,A great alternative to the more expensive tablets. Battery lasts for quite a while.,positive
10495,"Great price formance ratio, especially when I order a bunch.",positive
10086,Work very well just as I expected.,positive
6959,"these batteries are better then the energizer that i brought before, they last longer and have more power. I am very satisfied and would recommend",positive
19051,Works well for browsing and reading. It also has great apps.,positive
13603,This tablet is for my daughter and she absolutely loves it!,positive
25523,"my wife had a kindle for 10 years and it finally died on her , this was a great replacement",positive
26256,"bought this for my son(12), and he loves it. Constantly on it. Got a great price during the holidays. Completely satisfied.",positive
26411,"I enjoy the new kindle, only things I would like to change is the way screen darkens and lightens while reading. Not sure how to stop that. Occurs consistently. Also, would like to stop the ads seen each and every time kindle is turned on to start reading again. That is bothersome. Otherwise, am happy with the kindle.",positive
21874,I upgraded to have more memory and this is a great little tablet. Works great and does everything I need it to do.,positive
21430,You couldn't get a better buy for $59 than the Amazon fire 7. Paid the extra $20 to get the 16gb. Well worth it.,positive
246,"Great batteries. They perform well, definitely not cheap batteries. I will probably purchase more as the price is just right and you get about 20.",positive
3738,Worked as expected great value,positive
15106,Bought this for my daughter for Christmas. She loves it,positive
3656,Work as expected,positive
13344,Good replacement for a paperwhite. The addition of the page forward and page backward buttons is huge!,positive
16901,Nice for the price had to put Google play store on myself but still a nice tablet,positive
7943,"High quality item, just as described. Very fast shipping. Very satisfied customer.",positive
5810,The number of batteries for the low price hands down an excellent cost effect deal,positive
19312,"Not as full featured as an iPad, and not nearly as extensive of an app selection, but great for kids or older parents that really just want to play Candy Crush",positive
1882,good for the price,positive
17376,Easy to use. Very lightweight. Would recommend to anyone,positive
22098,I bought this for my step mom who likes playing solitaire. She wore her hand held game out and couldn't find a replacement. She just loves it and can do a lot of other things on it.,positive
9988,They work.,positive
3792,WORKS GOOD,positive
27752,I thought twice about getting this because of people saying you have limited apps but its not to limited so I am very happy. I was able to get google youtube Netflix and all the main apps I actually care about. For the price you cannot do any better. Love it so much we ended up getting my kids each one.,positive
8496,arrived and worked like a charm!!,positive
3707,work just like duracell so far!,positive
23941,My kid loves it. It's really convenient for us to put educational games on it for him.,positive
14765,My kids got this to replace their Ipads and haven't missed a beat.,positive
12524,Love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. Has a decent amount of Bass for the size.,positive
25663,"So my 18 month old maybe the future computer wizard because she everything about my tablet. However my biggest concern is not so much that she knows how to unlock my Ipad, but throwing it down the stairs like one of her toys. Which makes the Kindle Fire tablet for kids the best invention since the Tivo. All the pre loaded apps, videos, books, etc is nothing short of amazing. The case is also very cool, hardwood floor and stair case proof. For under $100 bucks this is perfect for tech savvy kids like mine.",positive
23274,My son and i use the tablet everyday 2 times morning and night and theres so much to do on it.,positive
27713,I received this as a gift. One of the best I've ever received.,positive
3616,What can I say battery's,positive
5371,Amazon brand batteries work just as well as the other brand name batteries not to mention at a more affordable cost too.,positive
20827,Bought this for my 3 year old. He absolutely loves it. It is easy for him to navigate,positive
26829,This is a great tablet for the price! I bought it to replace my iPad mini. Great for ereading and general browsing.,positive
888,"It's now about the middle of April and I bought these at the end of February, I waited to post my review so I could get a better feel for these and how they last and how they compare to other batteries I've been using.We use a lot of batteries in our house so I buy bulk and these seemed like a good deal and they were or are.These seem to last just as long as other batteries I've used in terms of usage time so no complaints there at all. I'm happy with them for sure, will purchase again as needed.",positive
9848,Seem to work fine and much cheaper.,positive
2853,Just as good as name brands.,positive
26510,"Used for internet surfing . Does a great job, it's great!",positive
13200,"The new voyage is so much better. They've made some major improvements. I love that you can swipe, or use the side controls. The writing is crystal clear. The batter life lasts forever. I recommend this to anyone!",positive
9332,Great batteries for the price.,positive
5953,"I love having a box of these. They are packed in bundles of 4. This makes them a lot less mess. They seem to last just as long as other big name brands, and are cheaper. They are in the drawer, with a box of AA and 9v. All in their own boxes and easy to grab and get some out. No more ziplock bag full of random batteries.",positive
9471,great price for the amount of batteries that you get.,positive
11907,They were very good,positive
12623,"Alexa do ........something? Welcome to the new interconnected world Circlers! Do you want a speaker to stream your music at a voice command? This may be for you! Do you feel that technology is driving our lives more and more toward the dystopia of David Eggers ""The Circle"" and you want to escape from technology for a while? Then likely not, as even though you have to touch the button on this unit as opposed to the always on Echo and Echo Dots, your life is still connected to Alexa via voice prompts! I liked using it for Amazon music, and the occasional Amazon Video, but i have yet to order a pizza or hail an Uber. Some people may feel they need technology to run their lives, I am not quite there yet and may never be! It is fun for what it does though, and it is a good bluetooth speaker!",positive
4559,Good price and fairly long lasting.,positive
24009,My son loves his tablet. He proudly proclaims to everyone he meets to check out his cool tablet. He especially loves the Freetime app.,positive
22670,"There are many apps and books available for free with this tablet, so it is very entertaining. It makes shopping online easy too with the Amazon store app.",positive
16333,"My granddaughter like's her tablet, she has learning a lot.the case is durable and I was glad that the case came in pink.",positive
22794,This is a huge hit as a gift for my 3 year old daughter.,positive
25059,I highly recommend this product for children with special needs,positive
20973,I bought this tablet for my 8 year old granddaughter. She loves it!!! The display is very clear and easy to see. The set up allows for you to choose child safe settings with PIN protected parent lock to help protect young users from inappropriate content. This is well worth the affordable cost!,positive
8625,Love the price... now I never run out of batteries... and they last just a long as other batteries I have purchased.,positive
1605,excellent,positive
1102,"As good as any of the big name brands. Only complaint is the very difficult to remove plastic from each group of four batteries. I appreciate that Amazon is concerned with reducing package size, but wrapping them in plastic isn't working for me. Would have been much better to use a small band to keep them together since they are in a tight cardboard box, it is unlikely they will short each other out, the band probably isn't even needed.",positive
10387,They're batteries and work. That's what is important.,positive
10527,Great product at great price. Last just as long as ones I buy from store. With having young kids these are well worth it,positive
24530,This was purchased for my grandson. It has been easy for him to use. Love the parental controls and free time mode. The included bumper case is a bonus.,positive
8711,"I've been ordering these cheap batteries for years for my XBOX controllers. They are cheap and long lasting, and I'll never go back to picking up batteries at the store again.",positive
4558,Good deal. bought to use in my COnair Defuzzer-clothing shaver.,positive
2444,Great price for quantity!,positive
22894,my son had a nabi we bought for learning & entertainment. there were many games we downloaded that didnt work without internet or would shut down randomly on it. But we habe yet to encounter a problem with the fire! i download games and books for him to read which work just great without having to be connected to the internet.,positive
17497,works great for my 2 year old. I don't like that it requires a pin to use it but goodidn't and strong tablet,positive
17800,Ok for the price product is ok not bad easy to use,positive
6121,We go through a lot of batteries in my house. I have found that the Amazon Basics batteries last just as long as the Energizer I normally buy and the price is so much better.,positive
19184,Nice size works fine needs to weigh a little less.,positive
18865,Nice tablet for a kid or teenager no allot of memory.,positive
3142,product as described,positive
15698,"I bought this as an upgrade from my old Kindle. Works awesome, i can even watch movies through my Amazon Prime. Plenty of apps to choose from. Awesome little tablet.",positive
17656,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!",positive
13423,"A great Kindle reader. Easy to order, read and store books. Also speedy for finding Amazon products and ordering them. But the other apps are really slow - too slow.",positive
10636,Great batteries for the price.,positive
168,Great price!,positive
15226,Small and easy to use for children when traveling.,positive
7468,"bought these for remote control vehicle, they lasted pretty long, several hours , so they did the job",positive
14750,"My son loves it. It does have some flaws though. When he closes an app and then tries to open it again sometimes it has to download all over again. Also, even though apps are supposed to work without wifi, apps will load up fine and then we receive an error message saying we have to download the app again although the app is running perfectly in the background without wifi. Eventually all apps will disappear from the screen until we get back to wifi and restart the tablet.",positive
2340,great for the price,positive
3376,These batteries last awhile.,positive
25918,"I purchased this tablet knowing exactly what my needs were and how well the Kindle could meet them. Despite the ""walled garden"" philosophy that tethers you mostly to Amazon products and services, the ability (as of right now) to side-load the Google Play Store makes this a surprisingly versatile device for the price point.",positive
22673,I like the fire tablet it's very easy to use and visuals are very good.,positive
12156,This folder also expands on the bottom. Will allow A LOT more than when the bottom does not expand. Bought a second. I recommended this to my friends.,positive
547,Came as advertised. Batteries seem to last pretty long and the price was great. Even the paging they sent it in was greatPlease Vote YES on my review!! Thank you,positive
11393,only 4 stars need 5 or 6 years to prove there leak proof. Tip Duracell's have destroyed far too many of my devices.,positive
3364,These batteries are as good as any on the market,positive
9487,Great price!,positive
15734,"My daughter has been wanting one for quite sometime! I love the durability, and that I can set limits to what she does!!",positive
1661,Excellent value...best price per battery anywhere...willbuy more when I need them.,positive
17563,"The Amazon fire tablet is an excellent product. I primarily use it to purchase and read books from Kindle. Also, I use it for my Facebook activity. The battery life is long and it recharges quickly. My 10 year old son also enjoys using it. I would highly recommend this product to others.",positive
3618,"what can i say, they do the job!",positive
5360,great item,positive
17771,"I purchase it for my wife, is very good, small and fast.",positive
5282,"Great price, fast delivery...what else could you ask for",positive
26997,You can't beat the price. Great deal for what you're paying.,positive
14916,My daughter loves it it's very easy to navigate and it is practically indestructible,positive
18046,It is good tablet for any age love it very easy to use,positive
15973,I needed to upgrade my electronics since I haven't bought a tablet in a couple of years. What I had at home wouldn't stream what I wanted to see. I went in looking for a 10in and came out with this 8in after the sales assoc. showed me its features & answered my questions. Much more portable than a 10in would have been too.,positive
18877,Easy to use. Crystal clear display. Two finger operation took some getting used to. Kept all my settings from previous model. Books already purchased were still available.,positive
4687,"Perfect, great price, love it!",positive
19665,"I have 3 other kindle tablets for my grandkids. Got this one for my mom, but she decided not to keep it, so I have it. It's excellent as a book and as a tablet. I especially like the blue screen feature, which cuts down greatly on eye strain.",positive
17718,Bought for my wife to upgrade from the original Kindle that she has worn out. Big step up from the original and should be good for another 8-10 years.,positive
14680,Nice size tablet. Very easy to use. Love it!!!!! Beats my laptop.,positive
17603,"This Table is good for children because won't break if dropped. However, the only problem I have, as well as other people in the family who bought the same Table, is the charger port that get damaged after first few days of use.",positive
16150,This is great product. The tablet are made tough and great price.,positive
18616,"Quite light, easy to conceal, easy to use and quite quick.",positive
7541,"I don't know much about batteries, but these work....so I love them!",positive
21226,"If reading is what you do the most with your tablet, this is good choice!",positive
